record_id,origin,molecule_id,split,source_doi,reference_codes_json,H_kJ_mol,T_K,source_locator,decision,decision_reasons,duplicate_family,primary_citation_verified,primary_page_table_row,methods_page_or_section,evidence_excerpt_or_paraphrase,measurement_or_reference_temperature,verified_temperature_K,liquid_state_confirmed,standard_or_saturation_enthalpy,correction_equations_and_sources,any_pressure_data_used_for_H,pressure_DOIs_used_for_H,measurement_lineage_ID,calibration_or_reference_material_role,uncertainty_type_and_coverage,retain_or_reject_reason,reviewer,review_date
rdr250199#csvline13153,compendium,mol_bf39f6deed5d4b6a,train,,"[""1979SUN/SVE""]",71.8,298.0,"RDR file 250199, CSV line 13153",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13154,compendium,mol_bf39f6deed5d4b6a,train,,"[""1972MOR2""]",71.1,298.0,"RDR file 250199, CSV line 13154",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13156,compendium,mol_bf39f6deed5d4b6a,train,,"[""1963MOR/SUN""]",68.7,298.0,"RDR file 250199, CSV line 13156",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13183,compendium,mol_a557d965b4ca95e1,train,,"[""1977MAN/SEL""]",102.2,298.0,"RDR file 250199, CSV line 13183",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13252,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2015PAS/MIR""]",74.3,323.0,"RDR file 250199, CSV line 13252",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13253,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2015PAS/MIR""]",73.2,333.0,"RDR file 250199, CSV line 13253",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13254,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2015PAS/MIR""]",72.4,343.0,"RDR file 250199, CSV line 13254",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13255,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2015PAS/MIR""]",71.6,353.0,"RDR file 250199, CSV line 13255",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13256,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2015PAS/MIR""]",70.3,363.0,"RDR file 250199, CSV line 13256",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13257,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2015PAS/MIR""]",69.5,373.0,"RDR file 250199, CSV line 13257",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13260,compendium,mol_6558cfbdd9a3dcad,validation,,"[""2012Z/NES""]",76.6,298.0,"RDR file 250199, CSV line 13260",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13458,compendium,mol_4446e9b31e59fba3,train,,"[""2008ROU/LIM""]",81.1,298.0,"RDR file 250199, CSV line 13458",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline13491,compendium,mol_65b0a8e37b1d0b65,validation,,"[""2009MEL/PIM""]",80.0,298.0,"RDR file 250199, CSV line 13491",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1561,compendium,mol_25b76921742ed7fa,train,,"[""1970HOW/WAD""]",36.0,298.0,"RDR file 250199, CSV line 1561",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1562,compendium,mol_25b76921742ed7fa,train,,"[""1962WEB/KIL""]",36.2,298.0,"RDR file 250199, CSV line 1562",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline15727,compendium,mol_cee7ca25fc127d19,test,,"[""1991VOR/KLY2""]",57.0,298.0,"RDR file 250199, CSV line 15727",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline15778,compendium,mol_e03ddfeaf65a0134,test,,"[""1991VOR/KLY2""]",59.0,298.0,"RDR file 250199, CSV line 15778",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1639,compendium,mol_e6f8f97a2caa00b9,train,,"[""1989AN/HU""]",40.6,298.0,"RDR file 250199, CSV line 1639",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline16407,compendium,mol_4603750e706845d0,validation,,"[""2021FRE/SIL""]",70.7,298.0,"RDR file 250199, CSV line 16407",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline168,compendium,mol_c187c0fbd800fefd,train,,"[""1962WAD/SMI""]",28.1,282.0,"RDR file 250199, CSV line 168",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline169,compendium,mol_c187c0fbd800fefd,train,,"[""1962WAD/SMI""]",27.5,298.0,"RDR file 250199, CSV line 169",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline170,compendium,mol_c187c0fbd800fefd,train,,"[""1962WAD/SMI""]",26.7,319.0,"RDR file 250199, CSV line 170",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1897,compendium,mol_2465ec339bda2cbb,train,,"[""1973SVO/VES""]",46.4,313.0,"RDR file 250199, CSV line 1897",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1898,compendium,mol_2465ec339bda2cbb,train,,"[""1973SVO/VES""]",45.7,323.0,"RDR file 250199, CSV line 1898",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1899,compendium,mol_2465ec339bda2cbb,train,,"[""1973SVO/VES""]",44.9,333.0,"RDR file 250199, CSV line 1899",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1900,compendium,mol_2465ec339bda2cbb,train,,"[""1973SVO/VES""]",44.0,343.0,"RDR file 250199, CSV line 1900",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1901,compendium,mol_2465ec339bda2cbb,train,,"[""1973SVO/VES""]",43.2,353.0,"RDR file 250199, CSV line 1901",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1902,compendium,mol_2465ec339bda2cbb,train,,"[""1973SVO/VES""]",42.4,363.0,"RDR file 250199, CSV line 1902",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1903,compendium,mol_2465ec339bda2cbb,train,,"[""1971POL/BEN""]",47.49,298.0,"RDR file 250199, CSV line 1903",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1904,compendium,mol_2465ec339bda2cbb,train,,"[""1971POL/BEN""]",46.8,308.0,"RDR file 250199, CSV line 1904",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1905,compendium,mol_2465ec339bda2cbb,train,,"[""1971POL/BEN""]",46.2,318.0,"RDR file 250199, CSV line 1905",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1906,compendium,mol_2465ec339bda2cbb,train,,"[""1971POL/BEN""]",45.0,328.0,"RDR file 250199, CSV line 1906",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1910,compendium,mol_2465ec339bda2cbb,train,,"[""1966WAD""]",47.3,298.0,"RDR file 250199, CSV line 1910",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1912,compendium,mol_2465ec339bda2cbb,train,,"[""1963MCC/LAI""]",46.6,298.0,"RDR file 250199, CSV line 1912",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1915,compendium,mol_2465ec339bda2cbb,train,,"[""1961MAT/MCK""]",43.9,343.0,"RDR file 250199, CSV line 1915",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1916,compendium,mol_2465ec339bda2cbb,train,,"[""1961MAT/MCK""]",42.3,360.0,"RDR file 250199, CSV line 1916",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1917,compendium,mol_2465ec339bda2cbb,train,,"[""1961MAT/MCK""]",41.2,370.0,"RDR file 250199, CSV line 1917",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1918,compendium,mol_2465ec339bda2cbb,train,,"[""1961MAT/MCK""]",40.3,378.0,"RDR file 250199, CSV line 1918",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1919,compendium,mol_2465ec339bda2cbb,train,,"[""1961MAT/MCK""]",39.7,384.0,"RDR file 250199, CSV line 1919",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1938,compendium,mol_83a135e5c50b66c1,train,,"[""1971POL/BEN""]",45.34,298.0,"RDR file 250199, CSV line 1938",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1939,compendium,mol_83a135e5c50b66c1,train,,"[""1971POL/BEN""]",44.7,308.0,"RDR file 250199, CSV line 1939",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1940,compendium,mol_83a135e5c50b66c1,train,,"[""1971POL/BEN""]",43.9,318.0,"RDR file 250199, CSV line 1940",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1941,compendium,mol_83a135e5c50b66c1,train,,"[""1971POL/BEN""]",42.5,328.0,"RDR file 250199, CSV line 1941",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1943,compendium,mol_83a135e5c50b66c1,train,,"[""1966WAD""]",45.2,298.0,"RDR file 250199, CSV line 1943",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1944,compendium,mol_83a135e5c50b66c1,train,,"[""1964BER/LAR""]",42.7,330.0,"RDR file 250199, CSV line 1944",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1945,compendium,mol_83a135e5c50b66c1,train,,"[""1964BER/LAR""]",41.0,346.0,"RDR file 250199, CSV line 1945",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1946,compendium,mol_83a135e5c50b66c1,train,,"[""1964BER/LAR""]",39.8,355.0,"RDR file 250199, CSV line 1946",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1947,compendium,mol_83a135e5c50b66c1,train,,"[""1964BER/LAR""]",38.9,363.0,"RDR file 250199, CSV line 1947",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1949,compendium,mol_83a135e5c50b66c1,train,,"[""1963MCC/LAI""]",44.0,298.0,"RDR file 250199, CSV line 1949",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1951,compendium,mol_83a135e5c50b66c1,train,,"[""1963HAL/COX""]",43.2,324.0,"RDR file 250199, CSV line 1951",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1952,compendium,mol_83a135e5c50b66c1,train,,"[""1963HAL/COX""]",41.7,339.0,"RDR file 250199, CSV line 1952",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1953,compendium,mol_83a135e5c50b66c1,train,,"[""1963HAL/COX""]",39.8,355.0,"RDR file 250199, CSV line 1953",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1960,compendium,mol_21a4cd711754eeed,train,,"[""1971KUS/WAD""]",45.2,298.0,"RDR file 250199, CSV line 1960",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline1999,compendium,mol_4f13a4696bbfcaf9,train,,"[""1988KNA/SAB"",""1990KNA/SAB2""]",72.4,298.0,"RDR file 250199, CSV line 1999",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2017,compendium,mol_57ae3fd1e1d200c6,train,,"[""1988BAS/NIL""]",91.7,298.0,"RDR file 250199, CSV line 2017",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2098,compendium,mol_cdcd3722df880b7b,train,,"[""1969WAD""]",50.2,298.0,"RDR file 250199, CSV line 2098",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2303,compendium,mol_ca0440f5ec95bc5f,train,,"[""1949WAD/KNO""]",33.6,319.0,"RDR file 250199, CSV line 2303",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2304,compendium,mol_ca0440f5ec95bc5f,train,,"[""1949WAD/KNO""]",32.7,336.0,"RDR file 250199, CSV line 2304",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2305,compendium,mol_ca0440f5ec95bc5f,train,,"[""1949WAD/KNO""]",31.5,357.0,"RDR file 250199, CSV line 2305",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2344,compendium,mol_115984f9be727624,train,,"[""1967SCO/BER""]",41.4,362.0,"RDR file 250199, CSV line 2344",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2345,compendium,mol_115984f9be727624,train,,"[""1967SCO/BER""]",40.2,381.0,"RDR file 250199, CSV line 2345",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2346,compendium,mol_115984f9be727624,train,,"[""1967SCO/BER""]",38.7,403.0,"RDR file 250199, CSV line 2346",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline239,compendium,mol_c12442c83d78b47e,train,,"[""1979KUD/KUD""]",36.5,288.0,"RDR file 250199, CSV line 239",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2421,compendium,mol_3e3fe40dbc9b9649,validation,,"[""1999MO/YAN""]",48.0,298.0,"RDR file 250199, CSV line 2421",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2422,compendium,mol_c7243d1eeacc7b0e,validation,,"[""2008RIB/FIG""]",65.9,298.0,"RDR file 250199, CSV line 2422",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2465,compendium,mol_299a215a96655c24,train,,"[""1990LEI/PIL2""]",54.4,298.0,"RDR file 250199, CSV line 2465",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2644,compendium,mol_c5207e620c9fcfd3,train,,"[""1992HE/AN""]",46.5,298.0,"RDR file 250199, CSV line 2644",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2646,compendium,mol_c5207e620c9fcfd3,train,,"[""1990AN/HE""]",46.4,298.0,"RDR file 250199, CSV line 2646",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2647,compendium,mol_c5207e620c9fcfd3,train,,"[""1989AN/HU""]",46.4,298.0,"RDR file 250199, CSV line 2647",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2682,compendium,mol_e36df2c2d963afd3,train,,"[""1983UCH/MAJ""]",34.8,298.0,"RDR file 250199, CSV line 2682",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2683,compendium,mol_e36df2c2d963afd3,train,,"[""1981GAT/STR""]",35.0,298.0,"RDR file 250199, CSV line 2683",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2684,compendium,mol_e36df2c2d963afd3,train,,"[""1979SUN/SVE2""]",34.5,298.0,"RDR file 250199, CSV line 2684",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2688,compendium,mol_e36df2c2d963afd3,train,,"[""1973GEI/QUI""]",33.8,315.0,"RDR file 250199, CSV line 2688",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2689,compendium,mol_e36df2c2d963afd3,train,,"[""1961NIC/KOB""]",33.8,314.0,"RDR file 250199, CSV line 2689",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2690,compendium,mol_e36df2c2d963afd3,train,,"[""1961NIC/KOB""]",32.3,338.0,"RDR file 250199, CSV line 2690",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
rdr250199#csvline2691,compendium,mol_e36df2c2d963afd3,train,,"[""1961NIC/KOB""]",31.3,352.0,"RDR file 250199, CSV line 2691",quarantine_compendium_provenance,measurement_temperature_state_correction_and_independence_unverified,,,,,,,,,,,,,,,,,,
